OQKsaW;1;3;-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1;53,12,8,6,12,9,13,9,7,2,3,5,7,2,2,4,1,5,1,5,7,1,1,1,11,7,3,8,9,5,8,1,4,3,3,3,3,2,5,2,1,2,2,4,5,4,2,2,1,2,7,3,5,5,7,7,6,7,5,8,2,6,4,3,1,3,3,4,2,4,6,2,16,5,33,1,16,1,38,10,9,1,6,4,2,1,3,6,1,4,1,1,1,3,4,9;1,7,3,5,4,8,2,6,1,5,4,8,2,6,3,7,2,5,1,7,4,8,3,6,1,6,4,5,2,7,3,8,2,7,3,6,4,8,1,5,4,8,3,5,1,7,2,6,2,6,1,5,4,8,3,7,1,7,3,8,2,6,4,5,4,6,1,5,3,8,2,7,1,8,2,7,3,5,4,6,3,8,1,7,2,6,4,5,1,8,3,5,4,7,2,6
7B7a4P;2;3;1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1;19,15,19,45,18,22,14,17,17,15,16,16,20,15,25,17,17,15,20,18,16,21,22,17,17,17,25,15,21,19,19,18,24,18,26,17,22,19,24,16,17,22,24,25,19,23,19,20,19,21,27,22,30,25,19,19,19,18,20,19,25,19,32,19,25,17,20,18,38,20,28,18,12,17,19,32,14,14,15,20,15,18,15,16,15,18,20,14,20,17,14,15,14,18,16,24;4,6,3,8,2,5,1,7,3,5,4,8,2,6,1,7,4,6,1,5,3,8,2,7,2,7,1,6,4,5,3,8,2,8,1,7,3,6,4,5,3,7,2,8,1,6,4,5,2,7,4,5,3,8,1,6,3,7,4,5,1,6,2,8,1,7,4,5,2,8,3,6,4,7,3,5,1,6,2,8,2,5,3,8,4,7,1,6,2,7,4,6,3,8,1,5
1WJ2aY;2;3;1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,1,-1;16,23,46,18,17,15,16,14,14,10,11,17,16,15,12,11,10,10,16,14,14,18,13,14,11,11,82,11,7,12,11,12,8,13,11,12,10,16,12,14,17,17,15,16,14,19,14,13,14,11,124,15,12,14,18,17,17,17,39,23,14,17,25,13,18,21,9,12,6,17,9,7,49,27,8,6,2,2,7,14,8,12,8,6,8,10,8,7,10,7,8,8,8,12,7,8;3,8,2,6,4,7,1,5,4,5,1,6,3,7,2,8,2,6,4,8,1,5,3,7,3,6,2,8,1,7,4,5,1,5,3,7,2,6,4,8,3,8,2,7,4,6,1,5,3,5,2,6,4,8,1,7,2,8,3,5,4,7,1,6,2,6,4,8,3,5,1,7,1,5,2,7,4,6,3,8,2,6,4,8,3,7,1,5,4,5,2,7,3,8,1,6
iRgUHw;1;3;-1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1;30,27,31,26,30,25,23,29,22,16,32,25,27,21,20,20,36,20,21,23,30,22,24,31,33,25,42,28,27,19,40,26,25,23,22,29,41,27,19,23,17,23,31,32,35,21,34,23,25,45,21,21,37,15,18,14,18,15,19,26,30,18,20,15,19,22,17,25,16,22,26,17,32,25,23,19,30,21,30,22,13,22,23,32,24,20,28,17,27,20,31,20,25,24,60,30;2,5,1,6,4,7,3,8,3,6,1,8,2,7,4,5,1,6,4,8,3,5,2,7,3,5,4,7,1,8,2,6,1,6,4,8,3,5,2,7,1,7,4,5,2,8,3,6,4,8,1,6,2,7,3,5,4,6,3,7,2,5,1,8,2,5,4,8,3,7,1,6,1,7,2,6,4,5,3,8,3,5,2,8,1,7,4,6,2,8,4,5,3,7,1,6
qNSbkN;1;4;-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1;12,17,13,32,6,14,6,1,9,9,8,12,12,7,8,7,7,9,7,6,5,10,15,15,7,11,6,5,1,5,5,4,3,3,4,5,3,1,5,2,4,6,4,5,7,4,14,7,17,12,6,6,2,1,6,3,3,5,7,5,3,5,7,5,4,6,4,4,2,6,2,8,6,8,9,4,5,1,13,10,5,6,9,5,2,6,5,6,2,1,6,4,6,4,6,7;2,5,3,8,4,6,1,7,1,7,2,6,3,8,4,5,1,6,2,8,4,5,3,7,2,7,3,6,4,5,1,8,3,7,4,6,2,5,1,8,3,8,2,6,4,5,1,7,2,5,1,6,4,7,3,8,3,6,1,8,4,7,2,5,3,6,1,7,2,8,4,5,1,8,2,7,4,6,3,5,4,6,3,5,1,8,2,7,2,6,4,7,3,5,1,8
Ng3TKB;1;2;-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1;9,13,13,20,5,14,12,16,5,6,6,1,6,6,6,7,6,4,2,4,6,2,3,6,10,7,8,6,9,7,7,6,6,3,4,5,1,4,6,4,11,3,4,5,4,7,4,1,3,7,7,5,5,2,4,4,4,4,6,7,5,4,5,5,5,4,5,6,2,2,7,1,3,6,6,6,4,5,5,6,5,3,4,5,3,4,7,7,9,3,1,5,5,5,8,4;4,8,2,6,3,7,1,5,4,7,2,5,3,8,1,6,1,8,2,6,4,7,3,5,1,5,3,6,2,8,4,7,1,7,4,8,2,6,3,5,4,7,2,5,3,8,1,6,3,5,4,8,2,7,1,6,1,7,2,8,4,6,3,5,2,8,3,6,1,5,4,7,4,5,2,8,3,7,1,6,4,5,1,6,3,7,2,8,1,6,2,8,3,7,4,5
snUSXl;1;2;1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1;14,32,15,21,13,14,26,15,10,11,11,10,12,13,12,11,9,13,10,11,15,12,11,11,14,15,18,15,17,17,18,16,18,15,12,16,14,16,14,17,17,13,14,16,15,14,17,19,25,19,22,24,24,18,28,22,23,21,18,17,15,24,18,21,17,18,16,15,15,17,24,16,1,10,2,2,50,3,1,2,2,74,3,4,2,4,3,2,4,4,3,4,3,3,3,3;2,7,4,5,3,6,1,8,3,5,2,6,1,8,4,7,4,7,1,8,2,6,3,5,3,7,2,8,1,6,4,5,3,8,4,6,2,7,1,5,4,6,1,7,2,5,3,8,2,5,1,7,4,6,3,8,2,8,3,5,1,6,4,7,2,7,3,8,1,5,4,6,2,7,1,6,3,8,4,5,1,8,2,6,3,7,4,5,3,8,1,6,4,5,2,7
VMsVIA;1;3;-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1;17,20,13,28,20,18,20,14,19,18,20,20,19,25,18,22,20,16,17,16,15,20,15,18,16,14,15,17,15,17,12,17,19,15,15,15,15,16,16,19,14,17,22,15,25,17,17,15,15,16,13,19,14,13,15,15,15,23,13,16,14,16,20,16,18,17,17,17,25,22,18,18,26,18,33,18,19,31,25,19,17,17,30,30,16,18,16,18,18,19,15,17,16,15,14,19;4,5,2,7,3,8,1,6,1,8,2,7,3,5,4,6,2,5,1,8,4,6,3,7,4,6,1,7,3,5,2,8,2,6,4,7,1,5,3,8,3,5,4,7,2,8,1,6,2,5,3,7,4,8,1,6,3,7,1,5,4,8,2,6,4,5,2,8,3,7,1,6,4,5,1,6,3,8,2,7,3,6,2,5,1,8,4,7,1,5,2,7,4,8,3,6
hLnhso;1;5;-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1;19,19,50,20,20,23,34,24,22,25,26,24,27,22,23,30,31,25,20,20,22,40,23,21,17,20,20,19,21,18,25,17,27,30,21,32,22,21,23,17,21,27,20,22,19,19,25,19,19,36,21,20,21,20,25,35,19,26,29,23,25,22,26,34,16,25,17,19,18,24,15,34,18,21,21,23,20,18,18,23,31,24,19,17,21,26,37,24,29,21,22,20,26,18,29,19;3,8,1,7,2,6,4,5,1,5,2,7,4,6,3,8,1,6,4,5,2,8,3,7,3,6,1,5,4,7,2,8,4,7,3,8,1,6,2,5,1,8,2,7,4,6,3,5,3,8,1,7,4,5,2,6,3,7,2,6,4,5,1,8,4,5,2,7,3,8,1,6,4,5,2,8,3,7,1,6,2,8,1,6,3,7,4,5,4,6,3,8,1,7,2,5
ruYW5T;1;3;1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,0,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1;13,23,25,14,23,15,13,21,21,15,15,17,19,13,17,15,13,14,16,22,19,18,12,22,19,12,0,13,17,14,17,14,15,17,15,14,14,13,17,16,16,13,15,12,20,17,19,17,13,13,25,11,11,13,13,13,13,13,15,18,13,13,17,11,15,14,14,12,15,16,16,18,15,17,18,13,13,13,13,15,13,14,12,15,14,18,13,13,14,12,13,12,12,12,10,23;3,5,4,6,1,8,2,7,4,6,1,5,3,7,2,8,4,6,1,7,2,8,3,5,3,5,4,8,1,7,2,6,4,5,1,6,2,8,3,7,1,8,4,5,3,7,2,6,3,8,4,6,1,5,2,7,1,8,3,7,4,6,2,5,3,7,1,6,4,5,2,8,2,8,3,6,1,7,4,5,4,5,2,7,3,6,1,8,1,5,2,7,4,6,3,8
tQCIgL;1;3;-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1;22,37,15,19,22,15,17,23,15,19,21,13,12,16,38,12,10,16,16,19,20,17,16,25,22,16,20,21,18,17,16,19,22,12,42,21,15,16,20,14,17,13,14,10,18,10,14,15,15,13,14,19,19,15,14,27,16,15,25,18,32,14,16,13,26,14,21,15,23,73,20,19,15,20,37,19,20,14,22,20,12,22,22,12,15,14,22,14,21,65,18,77,25,29,16,22;2,5,1,7,4,6,3,8,2,7,3,6,4,5,1,8,1,7,3,6,2,5,4,8,1,7,4,8,3,5,2,6,3,7,4,6,1,8,2,5,1,8,4,5,3,6,2,7,1,5,2,8,3,7,4,6,4,6,2,8,3,7,1,5,1,8,4,5,2,6,3,7,1,7,2,6,4,8,3,5,2,8,4,6,1,7,3,5,2,5,1,7,3,8,4,6
medy9S;2;3;-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1;13,95,14,15,8,14,23,20,14,17,18,18,24,10,19,17,14,17,15,10,13,14,17,8,13,9,7,6,5,8,7,7,7,5,5,6,3,6,5,4,10,5,3,4,5,28,12,15,6,7,12,6,8,7,7,6,6,5,7,7,7,8,28,7,9,7,6,6,6,5,6,8,7,8,3,7,6,7,8,7,8,6,6,6,8,3,9,7,11,8,11,9,2,6,9,9;2,8,4,5,3,6,1,7,3,5,1,6,4,7,2,8,2,6,3,5,1,7,4,8,1,8,2,7,3,6,4,5,2,7,1,5,4,8,3,6,3,5,4,8,2,6,1,7,3,7,1,8,4,6,2,5,2,7,4,8,1,6,3,5,2,8,4,7,1,5,3,6,4,5,3,7,2,8,1,6,3,7,1,8,2,6,4,5,2,5,4,6,1,8,3,7
F29hqU;1;2;-1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1;16,18,123,16,19,11,30,19,15,11,13,11,11,9,13,15,14,13,14,14,15,13,16,13,13,16,12,14,15,15,14,16,14,10,17,12,16,12,14,14,14,14,14,17,20,16,13,12,15,16,42,14,16,14,15,14,11,18,17,19,15,17,18,17,25,15,17,17,13,17,15,17,18,19,16,16,13,15,11,16,15,18,13,12,13,13,14,14,14,13,17,16,13,16,15,14;3,7,1,5,4,8,2,6,3,6,2,7,4,8,1,5,4,6,1,8,2,7,3,5,2,8,1,5,3,6,4,7,3,6,2,5,1,8,4,7,4,6,2,7,1,8,3,5,3,6,4,7,1,8,2,5,1,5,2,8,3,6,4,7,3,7,4,5,2,8,1,6,1,5,3,8,2,7,4,6,1,6,2,5,3,7,4,8,2,6,3,5,1,8,4,7
qcJcLo;1;2;-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1,-1,1;22,18,27,23,13,36,23,16,21,22,15,23,17,23,16,23,18,16,29,20,20,15,17,19,15,23,19,15,19,17,21,13,15,16,14,15,23,17,14,13,15,10,14,15,24,14,14,21,19,15,15,22,13,20,20,21,17,15,27,14,15,15,18,16,15,13,16,17,98,15,18,19,13,16,16,18,19,12,18,16,11,20,20,16,20,20,18,12,25,18,15,17,20,16,22,26;3,6,1,5,4,8,2,7,3,7,4,6,2,8,1,5,4,6,2,5,1,8,3,7,2,5,1,6,3,7,4,8,1,8,3,6,2,5,4,7,3,7,1,5,4,6,2,8,2,5,3,6,4,7,1,8,1,7,3,8,2,6,4,5,2,6,1,8,3,7,4,5,4,8,2,7,1,6,3,5,4,8,1,6,2,7,3,5,1,5,4,7,3,6,2,8
3uChzT;2;3;-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1;37,28,38,21,25,26,72,56,44,21,32,17,65,24,52,26,47,21,17,28,55,39,63,55,42,18,44,20,45,54,47,94,23,60,44,24,49,34,27,20,22,22,52,25,60,57,29,25,31,16,58,19,14,20,17,22,51,21,29,25,19,24,47,40,46,25,25,28,80,48,41,24,72,24,29,44,37,27,43,69,29,20,28,20,71,17,21,24,36,17,19,48,25,21,16,20;3,5,2,6,1,7,4,8,3,5,1,8,2,6,4,7,4,5,1,7,2,8,3,6,4,5,1,6,2,8,3,7,2,6,3,7,4,8,1,5,2,7,3,5,4,6,1,8,1,6,4,7,2,8,3,5,3,5,1,6,4,8,2,7,4,7,2,8,3,6,1,5,3,6,4,7,2,5,1,8,4,8,1,7,2,5,3,6,3,8,2,7,1,6,4,5
4HhfrP;1;3;1,-1,-1,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1;4,45,16,0,3,4,23,0,101,5,29,10,2,19,10,5,9,5,17,15,9,8,9,8,9,2,12,13,4,11,12,1,10,14,13,11,9,11,19,17,10,10,9,9,9,8,9,9,7,20,6,8,8,8,7,8,5,7,6,6,7,8,7,8,7,5,5,5,6,5,7,7,20,7,15,8,9,11,7,9,10,10,5,5,11,11,7,7,11,4,8,7,8,8,10,8;4,8,3,5,1,6,2,7,3,7,4,8,1,6,2,5,4,6,2,5,3,7,1,8,3,6,2,8,4,5,1,7,2,8,4,6,3,5,1,7,1,6,2,8,4,5,3,7,2,8,4,5,1,6,3,7,1,7,2,5,4,8,3,6,2,7,3,5,1,8,4,6,1,7,3,8,4,5,2,6,2,6,1,7,3,5,4,8,3,7,4,5,1,6,2,8
aUpxbZ;1;5;-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1;24,0,39,26,23,54,32,34,46,22,36,23,29,38,25,22,21,20,19,20,17,21,24,22,31,21,24,18,19,25,21,17,20,17,20,17,29,26,26,19,33,33,22,17,20,36,17,18,16,15,18,13,17,18,13,16,15,18,18,14,20,16,10,19,13,15,17,19,16,25,15,15,17,17,21,15,17,17,16,21,21,29,23,16,16,24,17,16,18,19,15,23,16,16,24,20;2,6,3,7,1,5,4,8,2,6,1,8,3,5,4,7,4,7,3,8,1,6,2,5,2,5,3,6,4,7,1,8,4,8,2,7,3,6,1,5,3,7,2,8,4,5,1,6,3,6,4,5,2,8,1,7,4,8,1,6,2,5,3,7,4,6,3,8,2,7,1,5,3,7,4,8,1,5,2,6,1,7,2,6,3,8,4,5,4,7,1,5,2,8,3,6
vQEm28;2;3;-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1;24,16,19,23,17,17,23,23,18,22,24,22,22,29,22,26,35,22,20,22,22,20,28,20,21,21,24,19,17,20,17,26,23,25,19,18,20,21,34,23,17,23,18,19,17,18,18,18,19,22,19,24,21,28,18,20,19,19,22,18,22,26,21,27,26,20,27,26,35,23,24,24,21,23,30,22,21,25,17,23,17,21,20,21,21,21,19,19,17,21,28,19,18,22,21,24;1,5,3,6,2,7,4,8,4,7,3,6,2,5,1,8,4,5,1,7,2,6,3,8,2,6,4,7,1,5,3,8,2,7,4,6,1,8,3,5,2,8,1,5,4,6,3,7,1,7,4,6,2,8,3,5,1,5,4,8,3,6,2,7,4,6,1,7,2,8,3,5,1,8,4,6,2,7,3,5,3,8,4,6,2,7,1,5,1,6,4,5,3,7,2,8
C8pd6x;1;2;-1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1;54,14,22,16,17,33,17,14,13,13,26,20,14,15,15,13,17,13,13,14,18,12,11,19,20,12,19,25,11,15,13,24,32,19,24,19,15,23,17,30,18,14,15,17,23,14,12,17,15,14,11,23,17,12,11,15,19,12,19,13,21,23,12,18,22,12,77,15,19,12,24,13,35,20,19,13,19,24,50,16,14,16,14,15,13,14,14,23,15,16,13,15,12,18,13,13;1,6,3,8,2,5,4,7,4,7,2,8,1,6,3,5,3,6,4,7,1,8,2,5,4,6,2,5,3,7,1,8,3,8,2,6,4,7,1,5,3,5,1,6,2,8,4,7,4,8,1,7,3,6,2,5,1,8,3,5,4,7,2,6,4,8,2,6,1,7,3,5,3,7,2,5,4,6,1,8,2,8,3,6,4,7,1,5,2,8,3,7,4,5,1,6
9ufrd8;2;2;1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1;23,23,24,23,17,13,14,16,14,16,22,20,12,18,14,23,25,12,15,16,12,15,13,20,14,15,20,16,15,14,12,13,13,24,13,15,13,12,18,12,17,14,10,15,12,22,14,14,12,12,17,15,10,14,17,10,21,17,15,15,13,15,16,12,15,15,14,14,15,12,14,12,15,11,12,17,14,12,17,13,19,8,21,14,13,18,15,13,11,10,16,9,10,9,8,12;2,6,3,7,1,5,4,8,4,8,1,5,2,7,3,6,4,7,2,5,3,6,1,8,4,7,2,6,1,5,3,8,3,6,1,5,2,8,4,7,2,7,4,6,1,8,3,5,3,8,4,7,1,5,2,6,1,6,3,8,2,5,4,7,4,8,3,7,1,6,2,5,1,8,2,5,3,6,4,7,4,7,3,8,1,5,2,6,2,8,1,5,3,7,4,6
LGstsB;1;2;1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1;20,19,22,31,18,21,19,16,37,19,27,19,18,18,18,28,26,18,19,14,14,17,30,26,14,16,26,14,16,16,14,20,16,15,14,14,14,13,17,36,31,44,26,18,23,24,35,24,19,41,19,20,25,27,41,18,17,22,46,31,18,19,15,18,64,20,25,14,16,32,18,21,21,51,33,24,18,19,53,17,29,32,17,17,17,25,19,16,20,18,32,16,27,14,16,46;4,5,3,8,1,6,2,7,1,8,4,7,2,5,3,6,1,7,2,8,3,5,4,6,2,8,3,7,4,5,1,6,2,6,3,5,4,8,1,7,2,7,4,5,3,8,1,6,2,6,4,8,3,7,1,5,3,5,2,8,4,7,1,6,3,8,1,7,4,6,2,5,4,6,2,5,1,7,3,8,4,7,1,5,3,6,2,8,3,8,4,6,2,5,1,7
lITfwF;1;3;-1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1;39,25,32,48,21,34,31,34,21,17,25,25,20,20,22,28,38,18,21,23,18,24,16,19,15,21,17,19,24,15,14,17,22,27,22,22,16,17,26,17,28,19,26,20,30,25,16,22,20,17,19,16,20,39,30,17,19,18,18,15,13,21,15,16,15,16,22,15,15,19,14,14,23,16,21,22,15,19,17,14,18,23,14,16,14,15,13,12,14,25,14,23,15,15,14,20;4,8,3,7,1,6,2,5,4,7,2,5,1,8,3,6,4,8,3,5,2,7,1,6,4,5,2,8,3,7,1,6,1,6,2,5,4,8,3,7,2,8,3,6,4,7,1,5,4,7,2,6,1,8,3,5,1,6,4,8,2,7,3,5,3,7,2,5,1,8,4,6,1,6,2,5,4,8,3,7,1,5,2,6,4,7,3,8,1,6,3,5,4,7,2,8
